"","condition","observe","expect","z_score","log2FC","upper.p","lower.p"
"0_742000","0_742000",52805,53197.7315,-6.18218081287566,-0.0106901845241283,0.99999999968389,3.16110258093916e-10
"0_743000","0_743000",52805,53197.8943,-6.18525833451356,-0.0106945995694063,0.999999999689996,3.10004253014955e-10
"0_744000","0_744000",52805,53198.0572,-6.18762867737506,-0.0106990173131053,0.99999999969462,3.05379934485258e-10
"0_745000","0_745000",52805,53198.221,-6.18961006165484,-0.0107034594505877,0.999999999698434,3.01566141278052e-10
"0_746000","0_746000",52805,53198.3813,-6.19214546975297,-0.0107078066573606,0.999999999703246,2.96753682393146e-10
"0_747000","0_747000",52805,53198.5378,-6.19438292024956,-0.0107120507985594,0.999999999707431,2.92569081020634e-10
"0_748000","0_748000",52805,53198.6971,-6.19730988905799,-0.0107163708604525,0.999999999712818,2.87181741507755e-10
"0_749000","0_749000",52805,53198.8649,-6.20057970432333,-0.010720921420133,0.999999999718722,2.81277805961869e-10
"0_750000","0_750000",52805,53199.032,-6.20365556933475,-0.0107254529822852,0.999999999724168,2.75832267465968e-10
"0_751000","0_751000",52805,53199.1991,-6.2059281942969,-0.0107299845302036,0.999999999728125,2.71875015803378e-10
"0_752000","0_752000",52805,53199.3631,-6.20879216976974,-0.0107344319960681,0.999999999733033,2.66966897646257e-10
"0_753000","0_753000",52805,53199.5232,-6.21188623711565,-0.0107387736857997,0.999999999738238,2.61761623883648e-10
"0_754000","0_754000",52805,53199.6911,-6.21426485324323,-0.0107433268866658,0.999999999742173,2.57827449042077e-10
"0_755000","0_755000",52805,53199.8608,-6.21692227291792,-0.010747928886281,0.9999999997465,2.53500371803785e-10
"0_756000","0_756000",52805,53200.0228,-6.21962920892598,-0.0107523220601964,0.999999999750834,2.49165554002063e-10
"0_757000","0_757000",52805,53200.1862,-6.22261445202716,-0.0107567531862608,0.999999999755531,2.44468929437384e-10
"0_758000","0_758000",52805,53200.3441,-6.22476707955747,-0.0107610351488849,0.999999999758864,2.41135970703148e-10
"0_759000","0_759000",52805,53200.5085,-6.22733796194491,-0.0107654933662568,0.999999999762787,2.37213499400896e-10
"0_760000","0_760000",52805,53200.6739,-6.23051485294725,-0.0107699786878364,0.999999999767548,2.32452373609704e-10
"0_761000","0_761000",52805,53200.8297,-6.23330102408264,-0.0107742036636078,0.999999999771646,2.28353674777982e-10
"0_762000","0_762000",52805,53200.988,-6.23593894320666,-0.0107784964215682,0.999999999775462,2.24538122155173e-10
"0_763000","0_763000",52805,53201.1485,-6.23850020148927,-0.0107828488257903,0.999999999779107,2.20893027544347e-10
"0_764000","0_764000",52805,53201.3164,-6.24064710103404,-0.0107874018875561,0.999999999782118,2.17882185938412e-10
"0_765000","0_765000",52805,53201.4862,-6.24369254895399,-0.0107920064583373,0.99999999978632,2.13679819083146e-10
"0_766000","0_766000",52805,53201.6507,-6.24707580980942,-0.0107964672917513,0.999999999790896,2.09104055217167e-10
"0_767000","0_767000",52805,53201.8163,-6.24983133396785,-0.010800957940515,0.999999999794552,2.05448086850512e-10
"0_768000","0_768000",52805,53201.9781,-6.25303755763847,-0.0108053455294905,0.999999999798727,2.01272641107005e-10
"0_769000","0_769000",52805,53202.1408,-6.25629326067226,-0.0108097575106351,0.999999999802882,1.9711755692859e-10
"0_770000","0_770000",52805,53202.3093,-6.25910082616129,-0.0108143267577702,0.999999999806398,1.9360174170094e-10
"0_771000","0_771000",52805,53202.4664,-6.26121921492128,-0.0108185868558613,0.99999999980901,1.90989552918226e-10
"0_772000","0_772000",52805,53202.6274,-6.26389789763067,-0.0108229526976323,0.999999999812264,1.87735686220541e-10
"0_773000","0_773000",52805,53202.7963,-6.26629917670878,-0.0108275327497375,0.999999999815135,1.8486483609116e-10
"0_774000","0_774000",52805,53202.9625,-6.26938690998895,-0.0108320395718963,0.999999999818764,1.81236219176961e-10
"0_775000","0_775000",52805,53203.1303,-6.27219911901693,-0.0108365897667488,0.999999999822008,1.77991957746259e-10
"0_776000","0_776000",52805,53203.295,-6.27439790125077,-0.0108410558856426,0.999999999824505,1.7549492878823e-10
"0_777000","0_777000",52805,53203.456,-6.27680338841339,-0.0108454216594193,0.999999999827198,1.72802328769251e-10
"0_778000","0_778000",52805,53203.6147,-6.27994240586368,-0.0108497250520694,0.999999999830651,1.69349237686857e-10
"0_779000","0_779000",52805,53203.7816,-6.2833199994344,-0.0108542507863831,0.999999999834291,1.65708946058072e-10
"0_780000","0_780000",52805,53203.9496,-6.28651278633439,-0.0108588063344459,0.999999999837662,1.62338143730474e-10
"0_781000","0_781000",52805,53204.1104,-6.28885285145937,-0.0108631666312613,0.99999999984009,1.59910218105259e-10
"0_782000","0_782000",52805,53204.2761,-6.29122679037026,-0.0108676597840313,0.999999999842517,1.57483386723688e-10
"0_783000","0_783000",52805,53204.4466,-6.29427753302063,-0.0108722830799084,0.999999999845583,1.54417421491326e-10
"0_784000","0_784000",52805,53204.607,-6.29698845661267,-0.0108766324896011,0.999999999848258,1.51741935300999e-10
"0_785000","0_785000",52805,53204.7696,-6.30040710755663,-0.0108810415411554,0.999999999851568,1.48432441412983e-10
"0_786000","0_786000",52805,53204.9228,-6.30369073186601,-0.0108851956905619,0.99999999985468,1.45320078587845e-10
"0_787000","0_787000",52805,53205.0768,-6.30619062203076,-0.0108893715205992,0.999999999857007,1.42993390763877e-10
"0_788000","0_788000",52805,53205.2442,-6.30956611409987,-0.0108939106883712,0.999999999860091,1.3990940734986e-10
"0_789000","0_789000",52805,53205.4049,-6.31230684873189,-0.0108982681675338,0.999999999862547,1.37453230982927e-10
"0_790000","0_790000",52805,53205.5658,-6.31429387855822,-0.0109026310566335,0.999999999864301,1.35698888856872e-10
"0_791000","0_791000",52805,53205.7355,-6.31708363747123,-0.0109072325481189,0.999999999866727,1.33272672834395e-10
"0_792000","0_792000",52805,53205.8934,-6.31954391282216,-0.0109115140641395,0.999999999868832,1.31168198077746e-10
"0_793000","0_793000",52805,53206.0512,-6.32203900398952,-0.0109157928559294,0.999999999870933,1.290670994878e-10
"0_794000","0_794000",52805,53206.2156,-6.32486590953129,-0.0109202505950954,0.999999999873274,1.26726288456512e-10
"0_795000","0_795000",52805,53206.3821,-6.32667024168566,-0.0109247652621461,0.999999999874746,1.25253949521252e-10
"0_796000","0_796000",52805,53206.5448,-6.32970007553716,-0.0109291768781027,0.999999999877181,1.22819096676654e-10
"0_797000","0_797000",52805,53206.7077,-6.33176846638436,-0.0109335939035509,0.999999999878816,1.2118350110583e-10
"0_798000","0_798000",52805,53206.8611,-6.33429832323289,-0.0109377533246053,0.999999999880788,1.19211902946481e-10
"0_799000","0_799000",52805,53207.0154,-6.33678135553653,-0.010941937136945,0.999999999882693,1.17307277550999e-10
"0_8e+05","0_8e+05",52805,53207.1568,-6.33906952103027,-0.0109457711578195,0.999999999884422,1.15578461483591e-10
"0_801000","0_801000",52805,53207.2988,-6.34098978035512,-0.0109496214372698,0.999999999885853,1.14146843041507e-10
"0_802000","0_802000",52805,53207.4386,-6.34346824219508,-0.0109534120544653,0.999999999887675,1.12324649406564e-10
"0_803000","0_803000",52805,53207.5749,-6.34594518173305,-0.0109571077610693,0.999999999889468,1.10531973453928e-10
"0_804000","0_804000",52805,53207.7176,-6.34757009603818,-0.0109609769903408,0.999999999890629,1.09371160663733e-10
"0_805000","0_805000",52805,53207.866,-6.35095716862486,-0.0109650007608605,0.99999999989301,1.06989643462903e-10
"0_806000","0_806000",52805,53207.9971,-6.35317591200902,-0.0109685554436747,0.999999999894543,1.05457141452012e-10
"0_807000","0_807000",52805,53208.1415,-6.35545836542547,-0.0109724707363482,0.999999999896097,1.03903014991895e-10
"0_808000","0_808000",52805,53208.2757,-6.35746875762383,-0.0109761094545005,0.999999999897447,1.02552684647992e-10
"0_809000","0_809000",52805,53208.4138,-6.35987641376666,-0.010979853908234,0.999999999899042,1.00958070136512e-10
"0_810000","0_810000",52805,53208.5537,-6.36256817395521,-0.0109836471573926,0.999999999900796,9.92039629408673e-11
"0_811000","0_811000",52806,53208.6958,-6.3490290079428,-0.0109601791233652,0.999999999891661,1.08339089031971e-10
"0_812000","0_812000",52806,53208.8263,-6.35064678484173,-0.010963717482446,0.999999999892794,1.07205754887577e-10
"0_813000","0_813000",52806,53208.9495,-6.35283096698449,-0.0109670579023654,0.999999999894306,1.05693981782456e-10
"0_814000","0_814000",52806,53209.0702,-6.35453398303039,-0.0109703305302893,0.99999999989547,1.04529713986088e-10
"0_815000","0_815000",52806,53209.2083,-6.35702797573388,-0.0109740749281117,0.999999999897153,1.02847271654491e-10
"0_816000","0_816000",52806,53209.3242,-6.35848904626835,-0.0109772173949607,0.999999999898126,1.01873955597456e-10
"0_817000","0_817000",52806,53209.44,-6.36083493190086,-0.0109803571436129,0.99999999989967,1.00329997920637e-10
"0_818000","0_818000",52806,53209.5558,-6.36228371350221,-0.010983496885432,0.999999999900612,9.93879176774963e-11
"0_819000","0_819000",52806,53209.6746,-6.36404542882393,-0.0109867179606119,0.999999999901746,9.82539885793336e-11
"0_820000","0_820000",52806,53209.8001,-6.36613662193226,-0.0109901206879445,0.999999999903076,9.69243895815085e-11
"0_821000","0_821000",52806,53209.9268,-6.36827682778914,-0.0109935559431741,0.999999999904418,9.5581832411838e-11
"0_822000","0_822000",52806,53210.0492,-6.37007234362575,-0.0109968746034414,0.99999999990553,9.44695295441039e-11
"0_823000","0_823000",52806,53210.1712,-6.37190505751297,-0.0110001824108172,0.999999999906653,9.33472272448444e-11
"0_824000","0_824000",52806,53210.2878,-6.37370695394566,-0.0110033437999589,0.999999999907743,9.22565005644359e-11
"0_825000","0_825000",52806,53210.4096,-6.37579083328793,-0.0110066461698976,0.999999999908989,9.10106057821395e-11
"0_826000","0_826000",52806,53210.5324,-6.37750703840776,-0.0110099756452376,0.999999999910003,8.99968907084764e-11
"0_827000","0_827000",52806,53210.652,-6.37999571438494,-0.0110132183516192,0.999999999911453,8.85464697682843e-11
"0_828000","0_828000",52806,53210.7707,-6.3826855614924,-0.0110164366491576,0.999999999912995,8.70044864382571e-11
"0_829000","0_829000",52806,53210.8891,-6.38480686717861,-0.0110196468056832,0.999999999914193,8.58069593371307e-11
"0_830000","0_830000",52806,53211.0072,-6.3868938624277,-0.0110228488212506,0.999999999915355,8.46445237666239e-11
"0_831000","0_831000",52806,53211.1322,-6.38948665531818,-0.0110262379070391,0.999999999916778,8.32217807736035e-11
"0_832000","0_832000",52806,53211.2564,-6.39136871671988,-0.0110296052947933,0.999999999917796,8.2203701441332e-11
"0_833000","0_833000",52806,53211.3817,-6.39334441044496,-0.0110330024984682,0.999999999918852,8.11480667820562e-11
"0_834000","0_834000",52806,53211.4988,-6.39512472403776,-0.0110361773719259,0.999999999919792,8.02081799051674e-11
"0_835000","0_835000",52806,53211.6152,-6.39669082639896,-0.0110393332597109,0.99999999992061,7.93901830543719e-11
"0_836000","0_836000",52806,53211.7314,-6.39929095720764,-0.0110424837181225,0.99999999992195,7.80500665121399e-11
"0_837000","0_837000",52806,53211.8599,-6.40176921725344,-0.0110459676507827,0.999999999923207,7.67933510362849e-11
"0_838000","0_838000",52806,53211.9767,-6.4034980316226,-0.0110491343620412,0.999999999924072,7.59284070607298e-11
"0_839000","0_839000",52806,53212.0945,-6.40554973783703,-0.0110523281785133,0.999999999925086,7.49142650206117e-11
"0_840000","0_840000",52806,53212.2129,-6.40736454996504,-0.0110555382551774,0.999999999925972,7.40282592522806e-11
"0_841000","0_841000",52806,53212.3396,-6.4092916763229,-0.0110589733546426,0.999999999926901,7.3098631593131e-11
"0_842000","0_842000",52806,53212.4593,-6.4113677617046,-0.0110622186620932,0.99999999992789,7.21099124387144e-11
"0_843000","0_843000",52806,53212.5863,-6.41390186649597,-0.0110656618792261,0.999999999929079,7.09207659126621e-11
"0_844000","0_844000",52806,53212.7099,-6.41569534954378,-0.0110690129078523,0.999999999929909,7.00907648849947e-11
"0_845000","0_845000",52806,53212.8343,-6.41821158501288,-0.0110723856181247,0.999999999931058,6.89422658241601e-11
"0_846000","0_846000",52806,53212.9607,-6.41996029620237,-0.011075812543959,0.999999999931845,6.81549459585461e-11
"0_847000","0_847000",52806,53213.0835,-6.42207271940983,-0.0110791418596797,0.999999999932784,6.72155854873536e-11
"0_848000","0_848000",52806,53213.2141,-6.42420089122807,-0.0110826826381637,0.999999999933718,6.62820207780246e-11
"0_849000","0_849000",52806,53213.3363,-6.42642277199978,-0.0110859956711117,0.999999999934679,6.53208723639921e-11
"0_850000","0_850000",52806,53213.4581,-6.42855525749757,-0.0110892978518635,0.999999999935589,6.44112123637957e-11
"0_851000","0_851000",52806,53213.5765,-6.43088972851221,-0.0110925078462693,0.99999999993657,6.34295853689595e-11
"0_852000","0_852000",52806,53213.7011,-6.43285137914251,-0.0110958859238851,0.999999999937384,6.26160446968336e-11
"0_853000","0_853000",52806,53213.8184,-6.43523906735482,-0.0110990660812182,0.99999999993836,6.1639570003795e-11
"0_854000","0_854000",52806,53213.9432,-6.43763260704529,-0.0111024495657228,0.999999999939324,6.06756460529738e-11
"0_855000","0_855000",52806,53214.0669,-6.44003455729586,-0.011105803220017,0.999999999940277,5.97231515166144e-11
"0_856000","0_856000",52806,53214.1811,-6.44235705152917,-0.0111088993110789,0.999999999941184,5.88160705670595e-11
"0_857000","0_857000",52806,53214.3077,-6.44475955559115,-0.0111123315723884,0.999999999942108,5.78919134709954e-11
"0_858000","0_858000",52806,53214.4246,-6.44691836166311,-0.0111155008490797,0.999999999942926,5.70736160704891e-11
"0_859000","0_859000",52806,53214.547,-6.44882802861469,-0.0111188192288469,0.999999999943641,5.63591873480032e-11
"0_860000","0_860000",52806,53214.6757,-6.45074866886001,-0.0111223083993408,0.999999999944351,5.56494730138543e-11
"0_861000","0_861000",52806,53214.8039,-6.45338178321009,-0.0111257840060041,0.999999999945309,5.46906669868036e-11
"0_862000","0_862000",52806,53214.9243,-6.45539445489835,-0.0111290481406752,0.999999999946031,5.3968692726802e-11
"0_863000","0_863000",52806,53215.0405,-6.45668984591114,-0.0111321984031802,0.999999999946491,5.35089542068021e-11
"0_864000","0_864000",52806,53215.163,-6.45907517913328,-0.0111355194556013,0.999999999947328,5.26723862218083e-11
"0_865000","0_865000",52806,53215.2821,-6.46124235186266,-0.0111387483245439,0.999999999948077,5.19234241493555e-11
"0_866000","0_866000",52806,53215.4076,-6.46348172562007,-0.0111421506933183,0.99999999994884,5.11604487458109e-11
"0_867000","0_867000",52806,53215.5303,-6.46551117133105,-0.0111454771449123,0.999999999949521,5.04784722978489e-11
"0_868000","0_868000",52806,53215.6539,-6.46829340700629,-0.0111488279881523,0.999999999950442,4.95579530191068e-11
"0_869000","0_869000",52806,53215.7782,-6.47059383602529,-0.011152197800811,0.999999999951191,4.88092541637012e-11
"0_870000","0_870000",52806,53215.8965,-6.47221525825771,-0.011155404944245,0.999999999951712,4.82882008637683e-11
"0_871000","0_871000",52806,53216.0194,-6.47357134652836,-0.0111587367873114,0.999999999952143,4.78565935632796e-11
"0_872000","0_872000",52806,53216.1411,-6.47524245777511,-0.0111620360905607,0.99999999995267,4.73299079565107e-11
"0_873000","0_873000",52806,53216.2592,-6.4770727523112,-0.0111652377901154,0.99999999995324,4.67595543463342e-11
"0_874000","0_874000",52806,53216.3878,-6.47841869070374,-0.0111687241373498,0.999999999953656,4.6344428251242e-11
"0_875000","0_875000",52806,53216.5012,-6.48027570689748,-0.0111717984054482,0.999999999954222,4.57775812587886e-11
"0_876000","0_876000",52806,53216.6237,-6.48178701318981,-0.0111751193667123,0.999999999954679,4.53212691104459e-11
"0_877000","0_877000",52806,53216.7387,-6.48313387249061,-0.0111782369968607,0.999999999955082,4.49183586216528e-11
"0_878000","0_878000",52806,53216.8628,-6.4846723138317,-0.0111816013188803,0.999999999955538,4.44624206573721e-11
"0_879000","0_879000",52806,53216.9901,-6.48714484091586,-0.0111850523840011,0.999999999956261,4.37391172786777e-11
"0_880000","0_880000",52806,53217.1139,-6.48965784299631,-0.0111884085572453,0.999999999956984,4.30157656167932e-11
"0_881000","0_881000",52806,53217.2344,-6.49145037739951,-0.0111916752611845,0.999999999957493,4.25069568478655e-11
"0_882000","0_882000",52806,53217.3498,-6.49304483966667,-0.011194803699351,0.999999999957941,4.20593192466447e-11
"0_883000","0_883000",52806,53217.4712,-6.49553642868405,-0.0111980947872922,0.999999999958631,4.13690315381665e-11
"0_884000","0_884000",52806,53217.5948,-6.4977220537987,-0.0112014455083235,0.999999999959227,4.07726402850781e-11
"0_885000","0_885000",52806,53217.7179,-6.4998342830555,-0.011204782666923,0.999999999959796,4.02042687497683e-11
"0_886000","0_886000",52806,53217.8419,-6.50271357783544,-0.0112081442161159,0.999999999960558,3.94419529736789e-11
"0_887000","0_887000",52806,53217.9611,-6.50504731361985,-0.0112113756334402,0.999999999961166,3.88344653190502e-11
"0_888000","0_888000",52806,53218.0871,-6.50652444533498,-0.0112147913854946,0.999999999961545,3.84546961713838e-11
"0_889000","0_889000",52806,53218.2094,-6.50883225972522,-0.0112181068259844,0.999999999962131,3.78686175690896e-11
"0_890000","0_890000",52806,53218.3221,-6.51080581476577,-0.0112211620125602,0.999999999962626,3.73743614440632e-11
"0_891000","0_891000",52806,53218.4421,-6.51264003020261,-0.0112244150878714,0.999999999963079,3.69206608426743e-11
"0_892000","0_892000",52806,53218.563,-6.51468768030258,-0.0112276925538295,0.999999999963579,3.64205277473648e-11
"0_893000","0_893000",52806,53218.6882,-6.51643885085185,-0.0112310865802079,0.999999999964002,3.59980697636266e-11
"0_894000","0_894000",52806,53218.8134,-6.51879307671657,-0.0112344805986019,0.999999999964562,3.54376729158484e-11
"0_895000","0_895000",52806,53218.9404,-6.52040369351542,-0.0112379234046299,0.999999999964941,3.50592082453153e-11
"0_896000","0_896000",52806,53219.0618,-6.52225334530215,-0.0112412143942079,0.999999999965371,3.46294498963908e-11
"0_897000","0_897000",52806,53219.1871,-6.52396544956266,-0.0112446110996307,0.999999999965764,3.42362442580058e-11
"0_898000","0_898000",52806,53219.307,-6.5253457512458,-0.011247861411219,0.999999999966078,3.39224233027336e-11
"0_899000","0_899000",52806,53219.4287,-6.52801664197783,-0.0112511605106551,0.999999999966677,3.33231467093269e-11
"0_9e+05","0_9e+05",52806,53219.5608,-6.52998266742527,-0.0112547415295243,0.999999999967111,3.28886514618068e-11
"0_901000","0_901000",52806,53219.6842,-6.53232123676586,-0.0112580866973343,0.999999999967621,3.23790349456902e-11
"0_902000","0_902000",52806,53219.8059,-6.53451740287101,-0.0112613857733879,0.999999999968093,3.1907487315036e-11
"0_903000","0_903000",52806,53219.9282,-6.53656700802817,-0.0112647011068017,0.999999999968527,3.14734714482695e-11
"0_904000","0_904000",52806,53220.0479,-6.53901815046993,-0.011267945951506,0.999999999969038,3.09620053283623e-11
"0_905000","0_905000",52806,53220.1715,-6.54134211914622,-0.011271296510309,0.999999999969515,3.04845883650582e-11
"0_906000","0_906000",52806,53220.2934,-6.54354928387554,-0.011274600977753,0.999999999969962,3.00378371144182e-11
"0_907000","0_907000",52806,53220.4147,-6.54510607416795,-0.0112778891728728,0.999999999970273,2.9726585816345e-11
"0_908000","0_908000",52806,53220.5431,-6.54715764172637,-0.0112813698263182,0.999999999970679,2.9321226880835e-11
"0_909000","0_909000",52806,53220.6666,-6.54907915922661,-0.0112847176431655,0.999999999971053,2.89464701976378e-11
"0_910000","0_910000",52806,53220.7916,-6.55161714431029,-0.0112881061138453,0.999999999971541,2.84586563528206e-11
"0_911000","0_911000",52806,53220.9102,-6.55353084222817,-0.0112913210874685,0.999999999971904,2.80961603432361e-11
"0_912000","0_912000",52806,53221.036,-6.55554814662472,-0.0112947312287264,0.999999999972281,2.77189292915159e-11
"0_913000","0_913000",52806,53221.1592,-6.5574728765246,-0.0112980708823046,0.999999999972636,2.73636302995781e-11
"0_914000","0_914000",52806,53221.2777,-6.55990985053455,-0.0113012831229732,0.99999999997308,2.69201586441834e-11
"0_915000","0_915000",52806,53221.3913,-6.56182353747484,-0.0113043625300981,0.999999999973423,2.6576848301671e-11
"0_916000","0_916000",52806,53221.5171,-6.56348585878542,-0.0113077726405293,0.999999999973718,2.62821111085905e-11
"0_917000","0_917000",52806,53221.6469,-6.5659658598829,-0.0113112911720963,0.999999999974152,2.58483302081128e-11
"0_918000","0_918000",52806,53221.7692,-6.56848364921101,-0.0113146063908288,0.999999999974585,2.54151063933283e-11
"0_919000","0_919000",52806,53221.8877,-6.57077929599386,-0.0113178185946806,0.999999999974974,2.50263015133708e-11
"0_920000","0_920000",52806,53222.029,-6.57289108975622,-0.0113216488334693,0.999999999975326,2.46737773276824e-11
"0_921000","0_921000",52806,53222.171,-6.57571175577046,-0.0113254980370107,0.999999999975789,2.42104888078385e-11
"0_922000","0_922000",52806,53222.3135,-6.57814362145522,-0.0113293607837616,0.999999999976182,2.38178999822405e-11
"0_923000","0_923000",52806,53222.4477,-6.58149637844484,-0.0113329985329998,0.999999999976713,2.32868427669344e-11
"0_924000","0_924000",52806,53222.59,-6.58409720398336,-0.011336855838305,0.999999999977117,2.28828824586334e-11
"0_925000","0_925000",52806,53222.7325,-6.58598295081696,-0.0113407185546462,0.999999999977406,2.25942839757004e-11
"0_926000","0_926000",52806,53222.8708,-6.5883995501915,-0.0113444674126163,0.99999999997777,2.22296442011519e-11
"0_927000","0_927000",52806,53223.0157,-6.59187421788149,-0.0113483951644214,0.999999999978285,2.17154244540269e-11
"0_928000","0_928000",52806,53223.1517,-6.59431368108349,-0.0113520816574227,0.999999999978639,2.13613783238954e-11
"0_929000","0_929000",52806,53223.289,-6.59694774592553,-0.0113558033794043,0.999999999979015,2.09854303239462e-11
"0_930000","0_930000",52806,53223.4288,-6.59859904117757,-0.0113595928577628,0.999999999979247,2.07530580953061e-11
"0_931000","0_931000",52806,53223.5663,-6.60153016593129,-0.0113633199816319,0.999999999979653,2.03467719684362e-11
"0_932000","0_932000",52806,53223.713,-6.60400012089459,-0.0113672964733544,0.99999999997999,2.00104598818594e-11
"0_933000","0_933000",52806,53223.8466,-6.60606737528488,-0.0113709178632328,0.999999999980267,1.97331664928932e-11
"0_934000","0_934000",52806,53223.9869,-6.6075843183202,-0.011374720854944,0.999999999980468,1.95320850658269e-11
"0_935000","0_935000",52806,53224.1241,-6.61035377001641,-0.0113784398079202,0.99999999998083,1.91701337683647e-11
"0_936000","0_936000",52806,53224.2698,-6.61329096179216,-0.0113823891520063,0.999999999981207,1.87934317830534e-11
"0_937000","0_937000",52806,53224.414,-6.61614211750922,-0.0113862978264485,0.999999999981565,1.84346967519668e-11
"0_938000","0_938000",52806,53224.5504,-6.61873617006476,-0.011389995064927,0.999999999981886,1.81141380184353e-11
"0_939000","0_939000",52806,53224.6979,-6.62105526516023,-0.0113939931677209,0.999999999982168,1.78321796057004e-11
"0_940000","0_940000",52806,53224.8423,-6.6234213877698,-0.011397907231859,0.999999999982451,1.75489310109352e-11
"0_941000","0_941000",52806,53224.9797,-6.62574095280064,-0.0114016315461867,0.999999999982724,1.72755315268279e-11
"0_942000","0_942000",52806,53225.1168,-6.62805537172548,-0.0114053477192407,0.999999999982993,1.70068944837749e-11
"0_943000","0_943000",52806,53225.2563,-6.63089849255613,-0.0114091289358272,0.999999999983318,1.66824815522176e-11
"0_944000","0_944000",52806,53225.4044,-6.63321721594975,-0.0114131432488272,0.999999999983578,1.64223953055929e-11
"0_945000","0_945000",52806,53225.5506,-6.63567508830529,-0.0114171060505697,0.999999999983849,1.61510338769774e-11
"0_946000","0_946000",52806,53225.6952,-6.6374340303027,-0.0114210254730497,0.99999999998404,1.59595368252702e-11
"0_947000","0_947000",52806,53225.8372,-6.63943445579012,-0.0114248744114575,0.999999999984256,1.57444492943323e-11
"0_948000","0_948000",52806,53225.9742,-6.64132076091092,-0.0114285878141324,0.999999999984456,1.55442323432343e-11
"0_949000","0_949000",52806,53226.1245,-6.64427828928221,-0.0114326617040283,0.999999999984765,1.52353194170061e-11
"0_950000","0_950000",52806,53226.2652,-6.64656359071387,-0.0114364753749628,0.999999999984999,1.50007432893539e-11
"0_951000","0_951000",52806,53226.4027,-6.64974422135606,-0.0114402023002157,0.99999999998532,1.46801398062504e-11
"0_952000","0_952000",52806,53226.5471,-6.65251081893325,-0.0114441162389896,0.999999999985593,1.4406731588606e-11
"0_953000","0_953000",52806,53226.6904,-6.65491889808705,-0.0114480003519431,0.999999999985827,1.41728156703945e-11
"0_954000","0_954000",52806,53226.8324,-6.65716539990972,-0.0114518492183857,0.999999999986042,1.39579490630178e-11
"0_955000","0_955000",52806,53226.971,-6.65942937757042,-0.0114556059189691,0.999999999986255,1.37446376626079e-11
"0_956000","0_956000",52806,53227.0852,-6.66130796751533,-0.0114587012594296,0.99999999998643,1.35700625667664e-11
"0_957000","0_957000",52806,53227.1863,-6.66293761443521,-0.0114614415246455,0.99999999998658,1.34203809145574e-11
"0_958000","0_958000",52806,53227.2902,-6.66474590168989,-0.0114642576770456,0.999999999986744,1.3256182566303e-11
"0_959000","0_959000",52806,53227.3946,-6.66604620248197,-0.011467087376134,0.999999999986861,1.3139328133886e-11
"0_960000","0_960000",52806,53227.4941,-6.66773644215297,-0.0114697842585098,0.999999999987011,1.29889371986211e-11
"0_961000","0_961000",52806,53227.596,-6.66897104446723,-0.0114725461860893,0.99999999998712,1.28801532898856e-11
"0_962000","0_962000",52806,53227.6941,-6.67113792400934,-0.0114752051123555,0.999999999987309,1.26913764052225e-11
"0_963000","0_963000",52806,53227.798,-6.67221994734326,-0.0114780212378892,0.999999999987402,1.25981279454993e-11
"0_964000","0_964000",52806,53227.8977,-6.67374608330007,-0.0114807235206487,0.999999999987532,1.24677451547408e-11
"0_965000","0_965000",52806,53227.996,-6.67597705011,-0.0114833878526567,0.99999999998772,1.22795201301677e-11
"0_966000","0_966000",52806,53228.0931,-6.67808347438436,-0.0114860196549267,0.999999999987896,1.21043573118333e-11
"0_967000","0_967000",52806,53228.1971,-6.68025535121263,-0.0114888384697468,0.999999999988074,1.19263132917836e-11
"0_968000","0_968000",52806,53228.297,-6.68170558965986,-0.0114915461530272,0.999999999988191,1.18088572239687e-11
"0_969000","0_969000",52806,53228.4003,-6.6833709309572,-0.0114943459843485,0.999999999988325,1.16753762550091e-11
"0_970000","0_970000",52806,53228.5007,-6.68523723556066,-0.0114970672091961,0.999999999988472,1.15275424489129e-11
"0_971000","0_971000",52806,53228.6003,-6.68679835679774,-0.0114997667459056,0.999999999988595,1.1405291689542e-11
"0_972000","0_972000",52806,53228.7101,-6.68885351289597,-0.0115027427353402,0.999999999988754,1.12462869172913e-11
"0_973000","0_973000",52806,53228.8095,-6.69038521861928,-0.0115054368406999,0.999999999988871,1.11291943030364e-11
"0_974000","0_974000",52806,53228.9092,-6.69170181419889,-0.0115081390721084,0.99999999998897,1.10295005145051e-11
"0_975000","0_975000",52806,53229.009,-6.69343467234448,-0.0115108440088104,0.9999999999891,1.08996186414229e-11
"0_976000","0_976000",52806,53229.1119,-6.69500182614325,-0.0115136329612822,0.999999999989217,1.07834469507339e-11
"0_977000","0_977000",52806,53229.2137,-6.69696307230751,-0.0115163920945737,0.99999999998936,1.06397683023353e-11
"0_978000","0_978000",52806,53229.3121,-6.69890730648751,-0.0115190590710505,0.999999999989501,1.04991864705057e-11
"0_979000","0_979000",52806,53229.4132,-6.70080647469489,-0.0115217992216248,0.999999999989636,1.03636197385343e-11
"0_980000","0_980000",52806,53229.5091,-6.7028155487301,-0.011524398429872,0.999999999989778,1.02220732099583e-11
"0_981000","0_981000",52806,53229.6084,-6.70450730263242,-0.0115270897844675,0.999999999989896,1.01043524510309e-11
"0_982000","0_982000",52806,53229.7046,-6.70602526187602,-0.0115296971141415,0.99999999999,9.99985573188301e-12
